age,job,marital,education,default,balance,housing,loan
48,unknown,married,unknown,no,1533,no,no
47,blue-collar,married,primary,no,159,no,yes
28,admin.,single,secondary,no,350,yes,no
56,admin.,married,secondary,no,1694,no,no
35,services,married,secondary,no,109,yes,no
48,technician,married,secondary,no,178,yes,no
37,blue-collar,single,secondary,no,415,yes,no
32,blue-collar,married,primary,yes,-1,yes,yes
35,management,married,tertiary,no,569,yes,no
49,services,married,secondary,no,3169,no,no
44,admin.,married,secondary,no,1074,yes,no
37,services,single,secondary,no,1534,yes,no
27,technician,single,tertiary,no,149,no,no
34,management,married,tertiary,no,813,no,no
40,technician,married,secondary,no,6,no,no
57,retired,married,primary,no,3288,no,no
42,services,married,primary,no,248,yes,yes
27,blue-collar,single,secondary,no,2,yes,no
37,blue-collar,married,secondary,no,6,yes,no
36,management,single,tertiary,no,202,yes,yes
36,management,divorced,tertiary,no,0,no,no
27,blue-collar,single,primary,yes,81,yes,yes
34,technician,single,secondary,no,0,no,no
49,admin.,married,secondary,no,1058,no,yes
45,services,married,primary,no,60,no,no
33,blue-collar,married,secondary,no,1624,yes,no
33,technician,divorced,secondary,no,295,no,no
50,admin.,married,secondary,no,3608,yes,no
35,student,married,tertiary,no,16,yes,no
53,blue-collar,divorced,primary,no,255,yes,no
42,management,married,tertiary,no,11093,no,no
39,technician,married,secondary,no,3032,no,no
37,admin.,married,secondary,no,0,yes,no
28,entrepreneur,single,secondary,no,404,yes,yes
59,retired,married,primary,no,0,no,no
54,technician,divorced,secondary,no,-11,yes,no
31,management,single,tertiary,no,1130,yes,no
43,unemployed,married,tertiary,no,17747,yes,yes
33,unemployed,single,secondary,no,2066,yes,no
28,admin.,single,secondary,no,242,yes,yes
26,management,single,tertiary,no,159,no,no
33,blue-collar,married,secondary,no,0,yes,no
30,services,married,secondary,yes,29,no,yes
59,retired,divorced,secondary,no,1026,yes,no
31,blue-collar,married,primary,no,251,no,yes
31,services,single,primary,no,11,yes,yes
32,admin.,married,secondary,no,1974,no,no
52,admin.,married,secondary,no,199,no,no
43,blue-collar,married,secondary,no,701,no,yes
37,admin.,single,secondary,no,140,yes,no
49,admin.,single,secondary,yes,0,no,no
33,technician,married,tertiary,no,17455,yes,no
54,admin.,married,secondary,no,0,yes,no
31,blue-collar,married,secondary,no,113,yes,no
39,admin.,married,secondary,no,732,no,yes
25,admin.,single,secondary,no,-7,no,no
29,blue-collar,married,primary,no,10045,yes,no
34,blue-collar,married,secondary,no,8309,yes,no
38,management,married,tertiary,no,1617,no,no
31,management,married,secondary,no,0,yes,no
33,self-employed,married,tertiary,no,1249,yes,no
34,services,married,secondary,no,2048,yes,yes
40,blue-collar,married,secondary,no,4,yes,no
52,entrepreneur,married,secondary,no,0,no,no
24,management,single,tertiary,no,933,no,no
37,housemaid,married,unknown,no,1035,yes,no
36,blue-collar,married,secondary,no,1589,no,no
48,technician,married,tertiary,no,1127,yes,no
42,technician,married,secondary,no,233,no,no
41,entrepreneur,married,secondary,no,718,yes,no
31,services,single,secondary,no,1192,yes,no
59,management,married,tertiary,no,2020,no,no
57,retired,married,secondary,no,1354,no,no
34,management,married,tertiary,no,1870,yes,no
40,admin.,married,secondary,no,0,no,no
37,technician,single,secondary,no,3326,yes,no
56,blue-collar,married,secondary,no,0,no,no
26,admin.,single,tertiary,no,617,no,no
55,management,married,tertiary,no,655,yes,yes
35,management,married,tertiary,no,-547,yes,no
53,management,married,secondary,no,2895,no,no
47,management,single,tertiary,no,77,no,yes
35,admin.,divorced,secondary,no,1085,no,no
47,self-employed,single,tertiary,no,191,no,no
39,services,married,secondary,no,1099,yes,yes
37,entrepreneur,single,secondary,no,2543,yes,no
85,retired,married,secondary,no,98,no,no
58,services,married,secondary,no,553,no,no
47,technician,divorced,secondary,no,2914,no,no
60,admin.,married,secondary,no,39,yes,no
40,entrepreneur,married,secondary,no,2252,yes,no
41,services,divorced,secondary,no,1838,yes,yes
45,technician,married,secondary,no,814,yes,no
40,services,divorced,secondary,no,1959,yes,no
55,blue-collar,married,secondary,no,49,yes,no
48,management,married,tertiary,yes,-4,no,no
46,housemaid,married,primary,no,17,no,no
58,blue-collar,married,primary,no,0,no,no
48,services,married,secondary,no,124,yes,no
45,admin.,divorced,secondary,no,8032,yes,no
37,management,divorced,tertiary,no,153,yes,no
46,blue-collar,single,secondary,no,332,yes,yes
33,self-employed,married,tertiary,no,631,yes,no
57,management,divorced,tertiary,no,461,no,no
36,management,married,tertiary,no,9,yes,no
38,blue-collar,married,secondary,no,2836,yes,no
36,technician,married,tertiary,no,844,no,no
54,services,married,secondary,no,131,yes,yes
37,technician,married,secondary,no,588,no,no
40,entrepreneur,married,tertiary,no,865,yes,no
60,retired,married,secondary,no,1690,yes,no
32,blue-collar,divorced,secondary,no,91,yes,no
43,management,married,tertiary,no,5926,yes,no
38,blue-collar,married,primary,no,476,yes,no
29,services,single,secondary,no,32,yes,no
43,admin.,married,secondary,no,-465,no,yes
35,blue-collar,single,secondary,no,398,yes,no
30,unemployed,single,tertiary,no,1683,no,no
34,management,married,tertiary,no,273,yes,no
43,blue-collar,married,primary,no,1211,yes,yes
60,management,married,tertiary,no,79,no,no
25,technician,single,secondary,no,139,yes,no
58,retired,married,unknown,no,96,no,no
28,technician,single,secondary,no,3,yes,no
41,management,married,tertiary,no,2127,no,no
34,management,married,tertiary,no,250,yes,no
35,technician,married,tertiary,no,416,no,no
48,services,divorced,secondary,no,3186,no,no
56,entrepreneur,divorced,unknown,no,2986,no,no
25,unemployed,married,secondary,no,2228,no,no
30,technician,divorced,secondary,no,2403,no,no
50,housemaid,divorced,primary,no,120,no,no
44,admin.,married,secondary,no,-137,yes,no
51,management,married,tertiary,no,0,no,no
36,services,single,secondary,yes,-302,no,no
43,technician,married,primary,no,201,no,no
49,blue-collar,married,primary,no,371,yes,no
70,technician,married,secondary,no,813,no,no
29,services,single,secondary,no,84,yes,no
29,technician,single,secondary,no,286,yes,no
45,entrepreneur,married,tertiary,no,98,no,no
40,technician,single,secondary,no,2017,yes,no
29,services,single,secondary,no,487,yes,no
32,management,single,tertiary,no,611,no,no
34,admin.,married,unknown,no,746,yes,no
25,blue-collar,married,secondary,no,97,no,no
45,technician,divorced,secondary,no,159,no,no
62,blue-collar,married,primary,no,115,no,no
44,management,married,tertiary,no,-367,yes,no
42,services,married,secondary,no,59,no,no
35,services,married,secondary,no,437,yes,no
34,technician,single,secondary,no,1161,no,no
37,blue-collar,married,primary,no,0,yes,no
35,blue-collar,married,secondary,no,21,yes,no
52,admin.,divorced,secondary,yes,-131,no,yes
38,technician,divorced,secondary,no,1221,yes,no
28,services,divorced,secondary,no,6,yes,no
30,admin.,single,tertiary,no,5,yes,no
33,self-employed,married,tertiary,no,483,yes,no
49,management,single,tertiary,no,2226,no,yes
31,blue-collar,married,primary,no,2581,no,no
32,technician,single,tertiary,no,388,no,no
31,blue-collar,married,secondary,no,99,no,no
32,blue-collar,married,secondary,no,0,yes,no
55,admin.,married,secondary,no,9039,no,no
58,management,married,tertiary,no,16264,no,no
33,technician,single,tertiary,no,109,yes,yes
53,unemployed,single,primary,no,127,yes,no
60,management,married,tertiary,yes,-108,yes,no
43,blue-collar,married,secondary,no,1205,no,no
58,retired,married,secondary,no,425,no,no
37,management,single,secondary,no,235,yes,no
30,blue-collar,married,secondary,no,309,yes,yes
37,management,single,tertiary,no,6158,yes,no
51,blue-collar,divorced,primary,no,57,yes,no
32,services,single,secondary,no,486,yes,no
45,entrepreneur,married,secondary,no,68,no,no
47,blue-collar,married,secondary,no,8229,yes,no
34,services,single,secondary,no,3080,no,yes
29,management,married,tertiary,no,991,yes,no
58,retired,married,primary,no,0,no,no
37,services,married,secondary,no,1,yes,no
33,blue-collar,married,primary,no,359,yes,no
26,entrepreneur,single,secondary,no,265,no,yes
27,blue-collar,married,secondary,no,613,yes,no
58,housemaid,married,primary,no,237,no,no
55,blue-collar,married,secondary,no,196,no,no
35,technician,single,secondary,no,0,no,no
31,management,single,tertiary,no,498,no,no
50,technician,single,tertiary,no,339,yes,no
60,retired,married,secondary,no,89,yes,no
56,technician,married,secondary,no,589,yes,no
24,blue-collar,married,primary,no,-427,yes,yes
57,retired,married,tertiary,no,29,no,yes
53,services,married,primary,no,574,yes,yes
31,blue-collar,married,secondary,no,714,no,no
28,blue-collar,single,unknown,no,913,yes,no
41,blue-collar,married,secondary,no,2689,yes,yes
30,blue-collar,married,unknown,no,516,yes,no
33,management,married,tertiary,no,133,yes,no
35,technician,married,secondary,no,1055,no,yes
50,management,married,tertiary,no,569,no,no
36,technician,single,secondary,no,129,yes,yes
26,blue-collar,single,secondary,no,428,yes,no
38,technician,married,tertiary,no,-255,yes,yes
49,management,married,tertiary,no,146,no,no
36,services,single,secondary,no,948,yes,no
66,self-employed,married,tertiary,no,-39,no,no
39,services,single,secondary,no,1048,yes,no
26,student,single,secondary,no,1608,yes,no
43,admin.,single,secondary,no,426,no,no
33,management,single,tertiary,no,2206,no,no
33,technician,married,secondary,no,557,yes,no
41,blue-collar,married,primary,no,246,yes,yes
51,management,married,tertiary,no,7197,yes,no
52,entrepreneur,married,primary,no,592,yes,no
42,management,divorced,secondary,no,830,yes,no
30,technician,single,secondary,no,175,yes,no
44,admin.,married,secondary,no,598,yes,no
36,blue-collar,single,secondary,no,111,yes,no
55,management,married,tertiary,no,5010,no,yes
31,technician,married,secondary,no,0,no,no
56,unemployed,married,primary,no,882,no,no
25,services,single,secondary,no,111,no,yes
54,management,divorced,tertiary,no,432,yes,no
50,technician,divorced,secondary,no,1303,no,yes
56,retired,married,primary,no,9367,no,no
49,technician,divorced,secondary,no,181,yes,no
45,entrepreneur,married,primary,no,650,yes,no
47,management,married,tertiary,no,699,no,no
35,services,married,secondary,no,-50,yes,no
63,retired,married,primary,no,8044,no,no
53,blue-collar,married,primary,no,53,yes,no
51,entrepreneur,divorced,tertiary,no,23,yes,yes
57,retired,married,primary,no,-384,no,no
43,technician,single,tertiary,no,4243,yes,no
32,management,divorced,tertiary,no,1804,yes,no
33,blue-collar,married,primary,no,3074,no,no
33,management,married,tertiary,no,0,yes,yes
29,unemployed,married,primary,no,639,no,no
36,blue-collar,divorced,secondary,no,853,yes,yes
40,unemployed,married,secondary,no,219,yes,no
31,management,divorced,tertiary,no,883,yes,no
49,unemployed,married,unknown,no,13818,yes,no
32,management,single,tertiary,no,2536,yes,no
40,entrepreneur,married,primary,no,630,yes,no
28,unemployed,single,tertiary,no,236,yes,no
32,services,single,tertiary,no,-233,yes,no
46,technician,married,tertiary,no,2207,no,no
43,services,married,secondary,no,3608,yes,no
42,blue-collar,married,primary,no,3405,no,no
30,technician,single,tertiary,no,4561,yes,no
51,technician,married,secondary,no,98,no,no
41,blue-collar,married,primary,no,595,yes,no
38,technician,single,secondary,no,0,no,no
54,admin.,married,secondary,no,4028,no,no
40,entrepreneur,divorced,tertiary,no,0,no,yes
38,management,married,tertiary,no,385,yes,no
30,technician,single,tertiary,no,178,yes,no
55,entrepreneur,married,primary,no,38,no,no
37,services,single,secondary,no,23,yes,no
39,management,single,tertiary,no,4239,yes,no
47,services,married,secondary,no,439,yes,no
36,blue-collar,married,primary,no,38,no,yes
55,entrepreneur,married,primary,no,814,yes,no
44,entrepreneur,married,primary,no,650,yes,no
41,self-employed,married,tertiary,no,6000,yes,no
44,blue-collar,married,primary,no,417,yes,no
31,technician,single,secondary,no,1447,yes,no
27,management,single,tertiary,no,20585,no,no
33,admin.,single,secondary,no,223,yes,no
33,technician,single,secondary,no,6106,yes,no
30,blue-collar,single,secondary,no,183,yes,yes
36,admin.,single,secondary,yes,-96,no,yes
42,admin.,married,secondary,no,874,yes,no
50,admin.,married,secondary,no,176,yes,no
40,admin.,single,secondary,no,-186,yes,yes
37,management,divorced,tertiary,no,66,no,no
46,services,married,secondary,no,998,yes,no
39,housemaid,married,secondary,no,315,yes,no
42,blue-collar,married,secondary,no,2157,yes,no
51,blue-collar,married,secondary,no,193,no,yes
60,unemployed,married,secondary,no,729,no,no
36,blue-collar,married,primary,no,4608,no,no
54,technician,married,secondary,no,415,no,no
56,services,married,secondary,no,467,yes,no
51,technician,married,secondary,no,4924,yes,no
35,admin.,single,secondary,no,111,yes,no
30,technician,single,secondary,no,281,no,no
53,management,married,tertiary,no,8093,no,no
60,retired,married,secondary,no,89,yes,no
53,unemployed,married,secondary,no,2057,no,no
54,management,married,tertiary,no,195,no,no
39,management,married,tertiary,no,2450,yes,no
33,technician,married,secondary,no,-1040,yes,yes
34,management,divorced,tertiary,no,27,no,yes
40,management,single,tertiary,no,3877,yes,no
54,management,single,tertiary,no,3294,yes,yes
49,management,married,secondary,no,1623,yes,no
31,technician,married,tertiary,no,2951,yes,no
33,management,married,tertiary,no,1778,no,no
49,services,married,secondary,no,494,yes,no
38,blue-collar,married,secondary,no,1434,yes,no
46,management,married,tertiary,no,4879,no,no
20,student,single,secondary,no,215,no,no
37,management,single,tertiary,no,411,no,no
43,technician,married,secondary,no,1358,no,no
25,admin.,married,secondary,no,242,yes,no
23,admin.,married,secondary,no,349,yes,no
33,unemployed,single,tertiary,no,4874,yes,no
43,services,married,secondary,no,6346,yes,no
30,blue-collar,married,secondary,no,322,yes,no
51,admin.,married,secondary,no,684,no,no
36,services,married,secondary,no,183,yes,no
31,entrepreneur,single,secondary,no,290,yes,no
37,services,married,secondary,no,775,no,no
34,blue-collar,married,secondary,no,1739,yes,yes
46,management,married,tertiary,no,212,yes,no
45,blue-collar,married,secondary,no,9680,no,no
31,services,single,secondary,no,11386,yes,no
47,technician,married,secondary,no,1990,yes,no
39,management,married,tertiary,no,575,yes,no
38,management,married,tertiary,no,762,no,no
43,technician,married,tertiary,no,5145,yes,no
52,blue-collar,married,primary,no,1705,no,no
45,self-employed,single,secondary,no,526,yes,yes
25,unemployed,single,secondary,no,632,no,no
46,management,married,tertiary,no,37,no,yes
70,technician,married,secondary,no,3020,no,no
39,admin.,single,secondary,no,1078,no,no
38,blue-collar,married,secondary,no,451,yes,no
35,admin.,single,secondary,no,289,no,no
